"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17515-28181","RB","Le'Veon","","Bell","23.3249994913737","12","10300","MIA@PIT","PIT","MIA","","","",""
"17515-11612","WR","Antonio","","Brown","16.953333536783855","15","9100","MIA@PIT","PIT","MIA","","","",""
"17515-31360","WR","Odell","","Beckham Jr.","15.381250381469727","16","8900","NYG@GB","NYG","GB","","","",""
"17515-6894","QB","Aaron","","Rodgers","24.188749313354492","16","8600","NYG@GB","GB","NYG","","","",""
"17515-6893","WR","Jordy","","Nelson","16.012500762939453","16","8500","NYG@GB","GB","NYG","","","",""
"17515-6589","QB","Ben","","Roethlisberger","18.94000026157924","14","8500","MIA@PIT","PIT","MIA","","","",""
"17515-46882","RB","Jay","","Ajayi","13.453333536783854","15","8300","MIA@PIT","MIA","PIT","","","",""
"17515-22015","QB","Russell","","Wilson","17.50374984741211","16","7700","DET@SEA","SEA","DET","","","",""
"17515-6826","QB","Eli","","Manning","15.011249542236328","16","7500","NYG@GB","NYG","GB","","","",""
"17515-16606","WR","DeAndre","","Hopkins","9.899999618530273","16","7400","OAK@HOU","HOU","OAK","","","",""
"17515-6654","QB","Matthew","","Stafford","18.111249923706055","16","7200","DET@SEA","DET","SEA","","","",""
"17515-22037","RB","Lamar","","Miller","12.542857578822545","14","7100","OAK@HOU","HOU","OAK","","","",""
"17515-28095","RB","Thomas","","Rawls","7.666666666666667","9","7100","DET@SEA","SEA","DET","","","",""
"17515-45889","WR","Davante","","Adams","13.074999809265137","16","7000","NYG@GB","GB","NYG","","","",""
"17515-6808","QB","Matt","","Moore","14.4350004196167","4","6900","MIA@PIT","MIA","PIT","","","",""
"17515-14626","WR","Doug","","Baldwin","12.912500381469727","16","6900","DET@SEA","SEA","DET","","","",""
"17515-29734","RB","Ty","","Montgomery","7.9","15","6800","NYG@GB","GB","NYG","","","",""
"17515-34331","RB","Latavius","","Murray","13.692856924874443","14","6700","OAK@HOU","OAK","HOU","","","",""
"17515-25969","QB","Tom","","Savage","5.8799997965494795","3","6700","OAK@HOU","HOU","OAK","O","Concussion","",""
"17515-21994","QB","Brock","","Osweiler","12.298666381835938","15","6700","OAK@HOU","HOU","OAK","","","",""
"17515-11512","TE","Jimmy","","Graham","9.800000190734863","16","6600","DET@SEA","SEA","DET","","","",""
"17515-31001","WR","Amari","","Cooper","11.925000190734863","16","6500","OAK@HOU","OAK","HOU","Q","Shoulder","",""
"17515-31394","WR","Jarvis","","Landry","11.518750190734863","16","6400","MIA@PIT","MIA","PIT","","","",""
"17515-62616","RB","Zach","","Zenner","7.636363636363637","11","6200","DET@SEA","DET","SEA","","","",""
"17515-28163","QB","Connor","","Cook","7","1","6100","OAK@HOU","OAK","HOU","","","",""
"17515-28677","QB","Matt","","McGloin","0.5666666825612386","3","6100","OAK@HOU","OAK","HOU","Q","Shoulder","",""
"17515-11485","WR","Golden","","Tate","11.100000381469727","16","6100","DET@SEA","DET","SEA","","","",""
"17515-31406","RB","Alfred","","Blue","4","14","6000","OAK@HOU","HOU","OAK","","","",""
"17515-9392","WR","Michael","","Crabtree","12.175000190734863","16","6000","OAK@HOU","OAK","HOU","Q","Ankle","",""
"17515-32514","QB","Trevone","","Boykin","2.2249999046325684","4","6000","DET@SEA","SEA","DET","","","",""
"17515-27405","QB","Landry","","Jones","5.131428309849331","7","6000","MIA@PIT","PIT","MIA","","","",""
"17515-45859","QB","Derek","","Carr","18.29866739908854","15","6000","OAK@HOU","OAK","HOU","O","Lower leg","",""
"17515-21948","QB","Ryan","","Tannehill","15.553845919095552","13","6000","MIA@PIT","MIA","PIT","O","Knee","",""
"17515-21959","QB","Brandon","","Weeden","11.403333028157553","6","6000","OAK@HOU","HOU","OAK","","","",""
"17515-33260","WR","DeVante","","Parker","8.426666768391927","15","6000","MIA@PIT","MIA","PIT","","","",""
"17515-22047","TE","Ladarius","","Green","7.566666920979817","6","5900","MIA@PIT","PIT","MIA","Q","Concussion","",""
"17515-29866","RB","Paul","","Perkins","5.330769465519832","13","5900","NYG@GB","NYG","GB","","","",""
"17515-40843","RB","Alex","","Collins","3.3777777353922525","9","5800","DET@SEA","SEA","DET","","","",""
"17515-25272","TE","Eric","","Ebron","8.746153611403246","13","5700","DET@SEA","DET","SEA","","","",""
"17515-22103","WR","Marvin","","Jones Jr.","9.653333536783855","15","5500","DET@SEA","DET","SEA","","","",""
"17515-8052","RB","Rashad","","Jennings","9.300000117375301","13","5400","NYG@GB","NYG","GB","","","",""
"17515-27908","TE","C.J.","","Fiedorowicz","7.126666768391927","15","5300","OAK@HOU","HOU","OAK","","","",""
"17515-14257","WR","Randall","","Cobb","9.1000002347506","13","5300","NYG@GB","GB","NYG","Q","Ankle","",""
"17515-7761","TE","Jared","","Cook","5.670000076293945","10","5200","NYG@GB","GB","NYG","","","",""
"17515-33578","RB","Jalen","","Richard","6.3125","16","5200","OAK@HOU","OAK","HOU","","","",""
"17515-52560","WR","Geronimo","","Allison","5.4571429661342075","7","5200","NYG@GB","GB","NYG","","","",""
"17515-12550","D","Seattle","","Seahawks","7.4375","16","5100","DET@SEA","SEA","DET","","","",""
"17515-30989","RB","Kenyan","","Drake","3.4615384615384617","13","5100","MIA@PIT","MIA","PIT","","","",""
"17515-27477","WR","Sterling","","Shepard","9.493749618530273","16","5100","NYG@GB","NYG","GB","","","",""
"17515-26141","QB","Ryan","","Nassib","6.71999979019165","1","5000","NYG@GB","NYG","GB","IR","Elbow","",""
"17515-42028","WR","Will","","Fuller V","7.478571210588727","14","5000","OAK@HOU","HOU","OAK","","","",""
"17515-7831","K","Sebastian","","Janikowski","9.333333333333334","15","5000","OAK@HOU","OAK","HOU","","","",""
"17515-47772","QB","Brandon","","Doughty","0","0","5000","MIA@PIT","MIA","PIT","","","",""
"17515-31421","QB","Zach","","Mettenberger","7.028571537562779","7","5000","MIA@PIT","PIT","MIA","","","",""
"17515-29915","QB","Brett","","Hundley","-0.12999999523162842","4","5000","NYG@GB","GB","NYG","","","",""
"17515-26877","QB","Jake","","Heaps","0","0","5000","DET@SEA","SEA","DET","","","",""
"17515-70446","QB","Joe","","Callahan","0","0","5000","NYG@GB","GB","NYG","","","",""
"17515-27457","WR","Kenny","","Stills","9.225000381469727","16","5000","MIA@PIT","MIA","PIT","","","",""
"17515-27982","QB","Jake","","Rudock","0","0","5000","DET@SEA","DET","SEA","","","",""
"17515-8023","QB","Josh","","Johnson","0","0","5000","NYG@GB","NYG","GB","","","",""
"17515-8071","QB","Dan","","Orlovsky","5.519999980926514","2","5000","DET@SEA","DET","SEA","","","",""
"17515-44500","QB","Keith","","Wenning","0","0","5000","NYG@GB","NYG","GB","","","",""
"17515-33244","WR","Eli","","Rogers","7.846153846153846","13","5000","MIA@PIT","PIT","MIA","","","",""
"17515-28144","TE","Dion","","Sims","4.815384498009315","13","5000","MIA@PIT","MIA","PIT","","","",""
"17515-6782","K","Matt","","Prater","9.25","16","4900","DET@SEA","DET","SEA","","","",""
"17515-32418","RB","Christine","","Michael","8.4","15","4900","NYG@GB","GB","NYG","","","",""
"17515-22219","WR","Jermaine","","Kearse","4.84375","16","4900","DET@SEA","SEA","DET","","","",""
"17515-27441","RB","Damien","","Williams","5.46000010172526","15","4900","MIA@PIT","MIA","PIT","","","",""
"17515-34729","RB","Dwayne","","Washington","3.972727342085405","11","4900","DET@SEA","DET","SEA","","","",""
"17515-27050","WR","Tyler","","Lockett","6.906666564941406","15","4900","DET@SEA","SEA","DET","IR","Leg","",""
"17515-12556","D","Houston","","Texans","6","16","4800","OAK@HOU","HOU","OAK","","","",""
"17515-6479","WR","Anquan","","Boldin","8.743749618530273","16","4800","DET@SEA","DET","SEA","","","",""
"17515-6724","K","Steven","","Hauschka","8.625","16","4700","DET@SEA","SEA","DET","","","",""
"17515-29314","TE","Richard","","Rodgers","3.6066665649414062","15","4700","NYG@GB","GB","NYG","","","",""
"17515-12537","D","Oakland","","Raiders","6.0625","16","4700","OAK@HOU","OAK","HOU","","","",""
"17515-12547","D","Pittsburgh","","Steelers","6.6875","16","4700","MIA@PIT","PIT","MIA","","","",""
"17515-27411","RB","Aaron","","Ripkowski","4.209999847412109","10","4700","NYG@GB","GB","NYG","","","",""
"17515-26610","WR","Paul","","Richardson","3.816666603088379","12","4700","DET@SEA","SEA","DET","","","",""
"17515-6897","K","Mason","","Crosby","8.0625","16","4600","NYG@GB","GB","NYG","","","",""
"17515-12533","D","Green Bay","","Packers","6.3125","16","4600","NYG@GB","GB","NYG","","","",""
"17515-24847","TE","Will","","Tye","4.34375","16","4600","NYG@GB","NYG","GB","","","",""
"17515-32058","K","Chris","","Boswell","7.333333333333333","15","4600","MIA@PIT","PIT","MIA","","","",""
"17515-11712","RB","Joique","","Bell","0.44999998807907104","2","4600","DET@SEA","DET","SEA","","","",""
"17515-31748","WR","Levi","","Norwood","0","0","4500","MIA@PIT","PIT","MIA","","","",""
"17515-23046","RB","Jamize","","Olawale","3.953846271221454","13","4500","OAK@HOU","OAK","HOU","","","",""
"17515-31241","WR","Sammie","","Coates","5.616666793823242","12","4500","MIA@PIT","PIT","MIA","","","",""
"17515-14348","TE","Lee","","Smith","1.9666666984558105","3","4500","OAK@HOU","OAK","HOU","IR","Ankle","",""
"17515-12305","RB","Will","","Tukuafu","0.06666666766007741","3","4500","DET@SEA","SEA","DET","IR","Concussion","",""
"17515-30228","WR","Tyler","","Murphy","2.0999999046325684","1","4500","MIA@PIT","MIA","PIT","","","",""
"17515-14358","WR","Dwayne","","Harris","0.36250001192092896","16","4500","NYG@GB","NYG","GB","","","",""
"17515-28694","TE","Jesse","","James","4.456250190734863","16","4500","MIA@PIT","PIT","MIA","","","",""
"17515-27672","TE","Matt","","LaCosse","3.700000047683716","1","4500","NYG@GB","NYG","GB","IR","Knee","",""
"17515-26657","RB","Christian","","Powell","0","0","4500","MIA@PIT","PIT","MIA","","","",""
"17515-22051","TE","Orson","","Charles","0","0","4500","DET@SEA","DET","SEA","","","",""
"17515-21547","RB","Will","","Johnson","2.2600000381469725","5","4500","NYG@GB","NYG","GB","IR","Shoulder","",""
"17515-28721","RB","Brandon","","Cottom","0","0","4500","DET@SEA","SEA","DET","IR","Achilles","",""
"17515-6732","RB","DeAngelo","","Williams","11.387499809265137","8","4500","MIA@PIT","PIT","MIA","","","",""
"17515-30807","TE","Mychal","","Rivera","3.4200000762939453","10","4500","OAK@HOU","OAK","HOU","","","",""
"17515-31321","RB","Jay","","Prosch","0.4","5","4500","OAK@HOU","HOU","OAK","Q","Ankle","",""
"17515-27229","RB","Ameer","","Abdullah","12.149999618530273","2","4500","DET@SEA","DET","SEA","IR","Foot","",""
"17515-29277","TE","Stephen","","Anderson","2.3111110263400607","9","4500","OAK@HOU","HOU","OAK","","","",""
"17515-7784","WR","Darrius","","Heyward-Bey","5.485714503696987","7","4500","MIA@PIT","PIT","MIA","","","",""
"17515-10354","RB","Marcel","","Reece","2.950000047683716","4","4500","DET@SEA","SEA","DET","","","",""
"17515-38517","RB","Dreamius","","Smith","0","2","4500","MIA@PIT","PIT","MIA","","","",""
"17515-33403","WR","Tevin","","Jones","0","0","4500","OAK@HOU","HOU","OAK","","","",""
"17515-21123","TE","Larry","","Donnell","2.857142857142857","7","4500","NYG@GB","NYG","GB","","","",""
"17515-28807","TE","Gabe","","Holmes","0","0","4500","OAK@HOU","OAK","HOU","IR","Ankle","",""
"17515-25225","WR","Quinshad","","Davis","0","0","4500","DET@SEA","DET","SEA","","","",""
"17515-28815","RB","Akeem","","Hunt","1.912500023841858","8","4500","OAK@HOU","HOU","OAK","","","",""
"17515-31378","WR","Kadron","","Boone","0","0","4500","NYG@GB","NYG","GB","","","",""
"17515-28311","TE","MarQueis","","Gray","3.049999952316284","8","4500","MIA@PIT","MIA","PIT","","","",""
"17515-62617","TE","Khari","","Lee","0","1","4500","DET@SEA","DET","SEA","","","",""
"17515-62619","K","Andrew","","Franks","5.75","16","4500","MIA@PIT","MIA","PIT","","","",""
"17515-62623","RB","John","","Crockett","1.0499999523162842","2","4500","NYG@GB","GB","NYG","IR","Shoulder","",""
"17515-25775","TE","Clive","","Walford","4.693333435058594","15","4500","OAK@HOU","OAK","HOU","","","",""
"17515-79031","RB","Jacob","","Huesman","0","0","4500","NYG@GB","NYG","GB","","","",""
"17515-25783","RB","Mike","","James","2.0333333015441895","3","4500","DET@SEA","DET","SEA","","","",""
"17515-33465","RB","Theo","","Riddick","13.530000305175781","10","4500","DET@SEA","DET","SEA","IR","Wrist","",""
"17515-25789","WR","Rashawn","","Scott","0","0","4500","MIA@PIT","MIA","PIT","","","",""
"17515-39615","TE","Brandon","","Williams","2.299999952316284","2","4500","DET@SEA","SEA","DET","","","",""
"17515-33472","RB","C.J.","","Prosise","8.75","6","4500","DET@SEA","SEA","DET","O","Shoulder","",""
"17515-30412","WR","Tavarres","","King","2","3","4500","NYG@GB","NYG","GB","","","",""
"17515-11999","WR","Victor","","Cruz","5.864285605294364","14","4500","NYG@GB","NYG","GB","","","",""
"17515-7394","TE","Brandon","","Pettigrew","2.3142858232770647","7","4500","DET@SEA","DET","SEA","","","",""
"17515-7918","TE","Matthew","","Mulligan","1.2999999523162842","1","4500","DET@SEA","DET","SEA","","","",""
"17515-11504","WR","Andre","","Roberts","2.612499952316284","16","4500","DET@SEA","DET","SEA","Q","Shoulder","",""
"17515-30968","RB","Eddie","","Lacy","8.15999984741211","5","4500","NYG@GB","GB","NYG","IR","Ankle","",""
"17515-38651","TE","Beau","","Sandland","0","0","4500","NYG@GB","GB","NYG","","","",""
"17515-6910","K","Robbie","","Gould","5.4","10","4500","NYG@GB","NYG","GB","","","",""
"17515-32000","TE","Luke","","Willson","3.2400001525878905","10","4500","DET@SEA","SEA","DET","","","",""
"17515-34051","WR","Deshon","","Foxx","0","0","4500","DET@SEA","SEA","DET","","","",""
"17515-28933","WR","Jared","","Abbrederis","0.6499999761581421","2","4500","NYG@GB","GB","NYG","","","",""
"17515-33552","WR","TJ","","Jones","3.933333396911621","3","4500","DET@SEA","DET","SEA","","","",""
"17515-11543","TE","Clay","","Harbor","1.7000000476837158","2","4500","DET@SEA","DET","SEA","","","",""
"17515-34073","TE","Ryan","","Griffin","4.949999809265137","16","4500","OAK@HOU","HOU","OAK","","","",""
"17515-53532","WR","Roger","","Lewis","2.6399999618530274","10","4500","NYG@GB","NYG","GB","","","",""
"17515-11562","TE","Andrew","","Quarless","1.6999999682108562","3","4500","DET@SEA","DET","SEA","","","",""
"17515-26411","TE","Ryan","","Malleck","0","0","4500","NYG@GB","NYG","GB","","","",""
"17515-70457","TE","Cole","","Wick","0.9333333174387614","3","4500","DET@SEA","DET","SEA","IR","Knee","",""
"17515-12090","K","Nick","","Novak","9.4","15","4500","OAK@HOU","HOU","OAK","","","",""
"17515-29500","WR","Markus","","Wheaton","5.033333460489909","3","4500","MIA@PIT","PIT","MIA","IR","Shoulder","",""
"17515-30012","WR","Kevin","","Smith","1.933333396911621","3","4500","DET@SEA","SEA","DET","","","",""
"17515-70460","WR","Wendall","","Williams","4.75","2","4500","OAK@HOU","HOU","OAK","","","",""
"17515-43334","RB","J.D.","","McKissic","2.799999952316284","1","4500","DET@SEA","SEA","DET","","","",""
"17515-11609","RB","James","","Starks","5.488889058430989","9","4500","NYG@GB","GB","NYG","Q","Concussion","",""
"17515-44893","RB","Roosevelt","","Nix","1.5","1","4500","MIA@PIT","PIT","MIA","","","",""
"17515-54623","WR","Jeff","","Janis","2.550000031789144","12","4500","NYG@GB","GB","NYG","","","",""
"17515-32613","RB","DeAndre","","Washington","5.899999765249399","13","4500","OAK@HOU","OAK","HOU","","","",""
"17515-70506","TE","Ryan","","O'Malley","0","0","4500","OAK@HOU","OAK","HOU","","","",""
"17515-28525","WR","Braxton","","Miller","2.339999961853027","10","4500","OAK@HOU","HOU","OAK","IR","Shoulder","",""
"17515-25463","WR","Canaan","","Severin","0","0","4500","MIA@PIT","PIT","MIA","IR","Undisclosed","",""
"17515-28030","RB","Fitzgerald","","Toussaint","0.9636363983154297","11","4500","MIA@PIT","PIT","MIA","","","",""
"17515-29592","TE","Xavier","","Grimble","3.6624999046325684","8","4500","MIA@PIT","PIT","MIA","","","",""
"17515-28570","TE","Nick","","Vannett","1.566666603088379","3","4500","DET@SEA","SEA","DET","","","",""
"17515-41370","WR","Trevor","","Davis","0.987500011920929","8","4500","NYG@GB","GB","NYG","","","",""
"17515-33691","RB","Orleans","","Darkwa","6.324999809265137","4","4500","NYG@GB","NYG","GB","IR","Lower leg","",""
"17515-29084","WR","Rashad","","Ross","0.6499999761581421","2","4500","DET@SEA","DET","SEA","","","",""
"17515-22433","TE","Dominique","","Jones","3.1200000762939455","5","4500","MIA@PIT","MIA","PIT","","","",""
"17515-14245","RB","Shane","","Vereen","6.540000152587891","5","4500","NYG@GB","NYG","GB","IR","Triceps","",""
"17515-6567","TE","David","","Johnson","1.2272727272727273","11","4500","MIA@PIT","PIT","MIA","","","",""
"17515-14761","WR","Andre","","Holmes","2.6857141767229353","14","4500","OAK@HOU","OAK","HOU","Q","Shoulder","",""
"17515-22958","RB","Bobby","","Rainey","2.6909091255881568","11","4500","NYG@GB","NYG","GB","","","",""
"17515-34224","TE","Kennard","","Backman","0","7","4500","DET@SEA","DET","SEA","","","",""
"17515-31157","WR","Cobi","","Hamilton","3.990909229625355","11","4500","MIA@PIT","PIT","MIA","","","",""
"17515-29624","RB","Tre","","Madden","0","0","4500","DET@SEA","SEA","DET","IR","Undisclosed","",""
"17515-29625","RB","George","","Farmer","0.5","2","4500","DET@SEA","SEA","DET","","","",""
"17515-43961","RB","Tyler","","Ervin","-0.033333333830038704","12","4500","OAK@HOU","HOU","OAK","","","",""
"17515-14266","RB","Daniel","","Thomas","0","0","4500","MIA@PIT","MIA","PIT","","","",""
"17515-30652","WR","Tanner","","McEvoy","4.027500152587891","8","4500","DET@SEA","SEA","DET","","","",""
"17515-26045","WR","Leonte","","Carroo","2.0799999237060547","5","4500","MIA@PIT","MIA","PIT","","","",""
"17515-30654","TE","Jerell","","Adams","2.720000076293945","10","4500","NYG@GB","NYG","GB","Q","Shoulder","",""
"17515-32703","WR","Jakeem","","Grant","0.3153846080486591","13","4500","MIA@PIT","MIA","PIT","","","",""
"17515-41922","WR","Johnny","","Holton","1.1166666348775227","6","4500","OAK@HOU","OAK","HOU","","","",""
"17515-6595","TE","Matt","","Spaeth","0.6666666666666666","3","4500","MIA@PIT","PIT","MIA","","","",""
"17515-26057","RB","Michael","","Burton","0","1","4500","DET@SEA","DET","SEA","","","",""
"17515-39373","WR","Jaelen","","Strong","3.3500000635782876","6","4500","OAK@HOU","HOU","OAK","IR","Ankle","",""
"17515-22991","RB","Jonathan","","Grimes","3.299999952316284","8","4500","OAK@HOU","HOU","OAK","","","",""
"17515-40913","TE","Thomas","","Duarte","0","0","4500","MIA@PIT","MIA","PIT","","","",""
"17515-25554","RB","Nikita","","Whitlock","0","14","4500","NYG@GB","NYG","GB","O","Suspension","",""
"17515-14292","TE","Jordan","","Cameron","5.333333333333333","3","4500","MIA@PIT","MIA","PIT","IR","Concussion","",""
"17515-54741","WR","Seth","","Roberts","5.793749809265137","16","4500","OAK@HOU","OAK","HOU","","","",""
"17515-29655","RB","Soma","","Vainuku","0","0","4500","OAK@HOU","HOU","OAK","","","",""
"17515-31703","RB","Malcolm","","Johnson","1.0199999809265137","5","4500","DET@SEA","SEA","DET","","","",""
"17515-28126","TE","Paul","","Lang","0","0","4500","MIA@PIT","PIT","MIA","","","",""
"17515-21984","RB","Isaiah","","Pead","1.649999976158142","2","4500","MIA@PIT","MIA","PIT","","","",""
"17515-14305","RB","Roy","","Helu Jr.","2.737499952316284","8","4500","OAK@HOU","OAK","HOU","","","",""
"17515-28131","WR","Keith","","Mumphery","2.3799999237060545","5","4500","OAK@HOU","HOU","OAK","","","",""
"17515-72676","RB","Troymaine","","Pope","1.350000023841858","4","4500","DET@SEA","SEA","DET","IR","Ankle","",""
"17515-40430","WR","Demarcus","","Ayers","6.550000190734863","2","4500","MIA@PIT","PIT","MIA","","","",""
"17515-14319","RB","Taiwan","","Jones","0.7857142857142857","7","4500","OAK@HOU","OAK","HOU","","","",""
"17515-23023","TE","Cooper","","Helfet","2.7857142857142856","7","4500","OAK@HOU","OAK","HOU","","","",""
"17515-43504","RB","Don","","Jackson","1.0666666825612385","3","4500","NYG@GB","GB","NYG","IR","Knee","",""
"17515-12543","D","New York","","Giants","8.9375","16","4400","NYG@GB","NYG","GB","","","",""
"17515-12532","D","Detroit","","Lions","5.375","16","4300","DET@SEA","DET","SEA","","","",""
"17515-12539","D","Miami","","Dolphins","7.5","16","4100","MIA@PIT","MIA","PIT","","","",""